Time (s),Roll Rate (deg/s),Pitch Rate (deg/s),Yaw Rate (deg/s),X acc (m/s2),Y acc (m/s2),Z acc (m/s2),Roll (deg),Pitch (deg),Yaw (deg),N pos (m),E pos (m),Elevation (m),GPS Speed (m/s),Airspeed (m/s),Aileron (deg),Elevator (deg),Thrust (normalized),Rudder (deg)
955.46,-22.22,10.332,3.0553,0.72358,1.1915,-12.536,8.7946,-8.376,-229.6,161.48,-75.108,-46.445,22.868,22.503,-0.0058095,-2.1235,0.5125,0.023505
955.48,-15.394,10.612,2.3154,0.65516,1.8166,-12.796,8.4293,-8.2417,-229.5,161.68,-74.718,-46.419,22.925,22.267,0.012556,-2.2223,0.5125,0.015187
955.5,-3.2561,11.614,-0.71058,0.59325,0.79055,-14.011,8.4077,-7.9823,-229.49,161.9,-74.264,-46.391,22.982,22.029,0.030922,-2.3211,0.5125,0.0068688
955.52,-3.4386,10.462,-0.4414,0.87192,1.2736,-13.185,8.3873,-7.7233,-229.49,162.12,-73.817,-46.364,23.039,21.784,0.044478,-2.3827,0.5125,-0.0014581
955.54,-2.6179,11.546,-2.3076,0.51925,1.1619,-12.783,8.3724,-7.4656,-229.53,162.32,-73.399,-46.341,23.096,21.538,0.03524,-2.268,0.5125,-0.0098259
955.56,-1.5827,11.406,-3.249,0.62888,0.86868,-11.624,8.3753,-7.2057,-229.57,162.52,-72.983,-46.318,23.153,21.293,0.026003,-2.1534,0.5125,-0.018194
955.58,-0.43616,12.125,-2.9263,0.51331,1.115,-11.229,8.4689,-6.9348,-229.62,162.71,-72.577,-46.297,23.21,21.047,0.016765,-2.0387,0.5125,-0.026561
955.6,11.337,13.682,-4.831,0.56765,0.76704,-11.19,8.5937,-6.657,-229.67,162.91,-72.167,-46.275,23.267,20.834,0.0075277,-1.9241,0.5125,-0.034929
955.62,14.13,14.254,-4.0673,0.74002,1.5944,-11.245,8.9229,-6.333,-229.75,163.11,-71.73,-46.253,23.324,20.8,0,-1.825,0.5125,-0.041748
955.64,20.001,15.891,-6.2249,0.48925,0.9871,-12.555,9.255,-6.0128,-229.83,163.31,-71.302,-46.232,23.38,20.766,0,-1.7945,0.5125,-0.041748
955.66,19.15,14.761,-6.9351,0.69983,1.1401,-11.847,9.5998,-5.7093,-229.96,163.49,-70.907,-46.214,23.433,20.732,0,-1.764,0.5125,-0.041748
955.68,14.014,14.445,-7.9383,0.49016,1.3247,-11.621,9.9449,-5.4056,-230.08,163.68,-70.51,-46.196,23.47,20.698,0,-1.7335,0.5125,-0.041748
955.7,15.963,13.93,-9.5339,0.48789,0.6786,-11.671,10.306,-5.0831,-230.27,163.89,-70.035,-46.176,23.506,20.687,0,-1.7031,0.5125,-0.041748
955.72,11.723,12.698,-8.0767,0.65013,1.0106,-11.477,10.658,-4.7622,-230.45,164.11,-69.567,-46.156,23.542,20.799,0.021475,-1.7109,0.5125,-0.040252
955.74,15.534,14.152,-9.4749,0.35959,0.41139,-13.001,10.972,-4.4483,-230.62,164.3,-69.132,-46.14,23.579,20.912,0.14128,-1.8939,0.5125,-0.031904
955.76,15.871,14.237,-9.2637,0.63225,0.53874,-13.199,11.273,-4.1356,-230.79,164.5,-68.698,-46.123,23.615,21.024,0.26108,-2.0769,0.5125,-0.023556
955.78,10.809,14.11,-8.0816,0.61824,1.0368,-13.677,11.498,-3.8301,-230.93,164.68,-68.275,-46.11,23.651,21.136,0.38088,-2.2599,0.5125,-0.015208
955.8,13.693,14.274,-9.4783,0.6672,0.19877,-14.514,11.715,-3.528,-231.07,164.87,-67.849,-46.097,23.688,21.261,0.50069,-2.443,0.5125,-0.0068599
955.82,10.044,13.127,-8.2032,0.82613,0.55815,-14.28,11.881,-3.2454,-231.19,165.06,-67.41,-46.086,23.724,21.445,0.77528,-2.6193,0.5125,-0.0014912
955.84,10.662,13.855,-8.6401,0.53948,0.24639,-14.987,12.044,-2.9674,-231.3,165.25,-66.974,-46.076,23.761,21.629,1.7635,-2.7645,0.5125,-0.0098572
955.86,9.4069,13.385,-7.3685,0.82635,0.35918,-14.717,12.188,-2.7118,-231.39,165.43,-66.556,-46.07,23.785,21.812,2.7517,-2.9097,0.5125,-0.018223
955.88,4.823,13.586,-5.5381,0.80996,0.56945,-14.845,12.331,-2.4549,-231.48,165.61,-66.136,-46.064,23.762,21.996,3.7399,-3.0549,0.5125,-0.026589
955.9,5.8131,15.091,-6.3151,0.66643,-0.32008,-15.634,12.375,-2.1039,-231.55,165.82,-65.661,-46.061,23.74,22.198,4.7281,-3.2001,0.5125,-0.034955
955.92,-6.2026,15.232,-3.2776,0.88802,0.33289,-15.042,12.346,-1.7565,-231.6,166.01,-65.193,-46.059,23.718,22.507,5.5374,-3.2907,0.5125,-0.040178
955.94,-14.464,16.901,-1.9381,0.64555,-0.031953,-15.813,12.014,-1.4242,-231.55,166.2,-64.751,-46.061,23.696,22.816,5.5743,-3.1457,0.5125,-0.031824
955.96,-21.562,17.441,-0.45602,0.86626,-0.29374,-15.847,11.607,-1.0931,-231.48,166.38,-64.312,-46.064,23.673,23.125,5.6112,-3.0008,0.5125,-0.023471
955.98,-34.997,18.212,2.4128,0.81681,0.064306,-16.269,10.844,-0.76761,-231.3,166.56,-63.881,-46.071,23.651,23.434,5.6481,-2.8558,0.5125,-0.015118
956,-40.67,19.37,3.4582,0.63425,-0.71214,-17.019,10.036,-0.44402,-231.11,166.74,-63.446,-46.078,23.629,23.74,5.685,-2.7108,0.5125,-0.0067649
956.02,-50.965,18.549,6.6446,0.86578,-0.24085,-16.527,8.8875,-0.13493,-230.81,166.93,-62.988,-46.091,23.607,24.032,5.4978,-2.5065,0.51245,0
956.04,-57.922,18.576,8.9848,0.60525,-0.39673,-17.307,7.7374,0.16903,-230.5,167.11,-62.538,-46.105,23.584,24.323,4.3563,-2.0494,0.5122,0
956.06,-60.134,18.02,10.549,0.76977,-0.37963,-16.988,6.581,0.44879,-230.16,167.27,-62.125,-46.122,23.579,24.615,3.2148,-1.5924,0.51195,0
956.08,-66.267,16.986,13.693,0.78497,0.32655,-16.57,5.4214,0.7321,-229.82,167.44,-61.71,-46.14,23.634,24.907,2.0734,-1.1353,0.5117,0
956.1,-61.337,17.25,13.739,0.71271,-0.25835,-17.379,4.1577,1.128,-229.39,167.63,-61.228,-46.166,23.69,25.145,0.9319,-0.67824,0.51145,0
956.12,-60.082,15.366,15.752,1.0915,0.27639,-16.794,2.9499,1.5088,-228.97,167.82,-60.755,-46.194,23.745,25.097,-0.0016946,-0.3023,0.51125,0
956.14,-55.399,14.227,16.153,0.79531,0.54653,-17.411,1.9854,1.8237,-228.57,167.99,-60.318,-46.223,23.8,25.048,-0.010925,-0.28702,0.51125,0
956.16,-40.582,12.06,14.906,0.85822,0.24341,-17.193,1.0995,2.1203,-228.19,168.16,-59.881,-46.254,23.856,24.999,-0.020155,-0.27175,0.51125,0
956.18,-30.01,8.4914,15.502,0.99199,1.0452,-16.112,0.64328,2.3165,-227.85,168.33,-59.445,-46.29,23.911,24.95,-0.029385,-0.25647,0.51125,0
956.2,-12.996,6.52,12.86,0.63377,0.7573,-16.36,0.2436,2.5008,-227.53,168.5,-59.007,-46.326,23.967,24.826,-0.038615,-0.24119,0.51125,0
956.22,-1.7679,3.0703,11.609,0.89753,1.1101,-15.097,0.27462,2.5938,-227.31,168.68,-58.55,-46.368,24.022,24.299,-0.026851,-0.23027,0.5113,0
956.24,3.6222,1.6236,10.074,0.68512,1.3691,-14.582,0.3515,2.6793,-227.1,168.85,-58.104,-46.41,24.077,23.773,0.074182,-0.23787,0.51155,0
956.26,12.611,1.1579,7.4382,0.69883,0.81417,-14.169,0.63519,2.7304,-226.98,169.01,-57.701,-46.452,24.117,23.246,0.17521,-0.24547,0.5118,0
956.28,10.484,-0.45519,7.9821,0.84025,1.507,-13.426,0.92268,2.7786,-226.87,169.17,-57.294,-46.494,24.097,22.72,0.27625,-0.25308,0.51204,0
956.3,17.058,0.093035,4.3026,0.64696,0.83439,-13.508,1.3279,2.7354,-226.83,169.35,-56.814,-46.548,24.077,22.24,0.37728,-0.26068,0.51229,0
956.32,16.612,-1.2846,3.7658,0.91344,1.0785,-12.221,1.7168,2.6901,-226.8,169.54,-56.34,-46.601,24.056,21.998,0.4752,-0.26038,0.51246,0
956.34,15.202,-1.0251,2.3347,0.58044,1.1865,-12.371,2.0311,2.6352,-226.79,169.71,-55.898,-46.652,24.036,21.756,0.5582,-0.22222,0.51221,0
956.36,18.211,-1.1677,0.1997,0.69254,0.83123,-11.98,2.3322,2.5779,-226.79,169.87,-55.456,-46.704,24.016,21.514,0.64119,-0.18407,0.51196,0
956.38,14.365,-1.9175,0.21448,0.79064,1.2279,-10.988,2.5717,2.5095,-226.82,170.04,-55.022,-46.755,23.996,21.272,0.72419,-0.14591,0.51171,0
956.4,17.079,-0.54226,-2.4926,0.454,0.51643,-11.368,2.8161,2.4393,-226.85,170.21,-54.585,-46.807,23.976,21.027,0.80718,-0.10776,0.51146,0
956.42,14.87,-1.6155,-1.9832,0.73261,0.88792,-10.53,3.0937,2.357,-226.92,170.38,-54.128,-46.862,23.956,20.768,0.97258,-0.074939,0.51125,0
956.44,13.938,-1.438,-2.7298,0.47272,0.90304,-10.53,3.3707,2.2788,-226.99,170.55,-53.679,-46.916,23.936,20.509,1.5266,-0.067298,0.51125,0
956.46,16.249,-1.5327,-3.6996,0.5847,0.29252,-9.5831,3.6447,2.2185,-227.08,170.7,-53.266,-46.966,23.915,20.249,2.0806,-0.059657,0.51125,0
956.48,10.616,-2.3105,-2.615,0.68424,0.8679,-8.28,3.9155,2.1593,-227.17,170.86,-52.85,-47.016,23.895,19.99,2.6346,-0.052016,0.51125,0
956.5,9.5969,-1.2221,-4.3894,0.42298,0.25638,-8.9458,4.089,2.1376,-227.29,171.04,-52.365,-47.075,23.874,19.765,3.1886,-0.044375,0.51125,0
956.52,1.8195,-2.2269,-2.8921,0.74021,0.36757,-8.2617,4.2047,2.1163,-227.39,171.22,-51.888,-47.132,23.853,19.724,3.729,-0.035333,0.5113,0
956.54,-4.9789,-1.1803,-3.0768,0.48277,0.32048,-8.9888,4.0695,2.0962,-227.45,171.39,-51.442,-47.184,23.832,19.682,4.2088,-0.020062,0.51155,0
956.56,-8.5883,-0.98281,-3.5364,0.53477,-0.15165,-9.2325,3.8809,2.0736,-227.5,171.55,-51.001,-47.236,23.811,19.641,4.6886,-0.0047909,0.5118,0
956.58,-19.04,-1.5709,-1.2718,0.66839,0.27438,-8.9574,3.4664,2.0403,-227.49,171.71,-50.576,-47.285,23.791,19.6,5.1685,0.01048,0.51205,0
956.6,-21.534,-0.64235,-2.1425,0.4146,-0.16865,-9.8178,3.0253,2.0038,-227.48,171.87,-50.147,-47.334,23.77,19.577,5.6483,0.025751,0.5123,0
956.62,-28.305,-1.8346,-0.89351,0.59571,-0.265,-9.3489,2.3215,1.936,-227.42,172.04,-49.681,-47.386,23.749,19.699,6.034,0.038138,0.51245,0
956.64,-37.669,-2.0972,0.72956,0.43624,-0.090757,-9.3387,1.599,1.8711,-227.35,172.21,-49.226,-47.438,23.728,19.821,6.0156,0.038138,0.5122,0
956.66,-41.954,-2.1222,1.3123,0.56241,-0.46864,-9.5188,0.78792,1.8202,-227.26,172.36,-48.814,-47.484,23.718,19.942,5.9972,0.038138,0.51195,0
956.68,-51.551,-3.0609,4.0373,0.68605,0.17353,-9.204,-0.028869,1.7694,-227.16,172.51,-48.401,-47.53,23.745,20.064,5.9788,0.038138,0.5117,0
956.7,-54.306,-1.9975,3.7185,0.40813,-0.42967,-9.9287,-1.19,1.7312,-226.97,172.69,-47.914,-47.584,23.772,20.171,5.9604,0.038138,0.51146,0
956.72,-59.482,-3.2177,5.6758,0.73486,-0.14272,-9.0109,-2.3625,1.6909,-226.78,172.86,-47.436,-47.636,23.799,20.197,5.8611,0.036798,0.51129,-0.0014669
956.74,-63.136,-3.5654,6.6597,0.48371,0.13743,-8.9911,-3.5858,1.641,-226.54,173.02,-46.991,-47.685,23.827,20.223,5.3799,0.02914,0.51154,-0.0098493
956.76,-62.001,-3.5452,6.2568,0.53812,-0.16615,-8.8708,-4.8266,1.5921,-226.29,173.18,-46.549,-47.733,23.854,20.25,4.8987,0.021483,0.5118,-0.018232
956.78,-67.622,-4.2051,7.6142,0.65099,0.19089,-8.7179,-6.1472,1.5483,-226.02,173.34,-46.116,-47.78,23.881,20.276,4.4175,0.013825,0.51205,-0.026614
956.8,-69.524,-3.3517,7.2253,0.35268,-0.033141,-9.4703,-7.4836,1.5035,-225.74,173.5,-45.679,-47.827,23.908,20.287,3.9363,0.0061677,0.5123,-0.034997
956.82,-71.417,-4.7255,8.4779,0.58364,0.31067,-8.7417,-8.9287,1.4522,-225.43,173.67,-45.226,-47.876,23.936,20.214,3.4094,-0.0014781,0.51255,-0.041748
956.84,-69.721,-4.9146,8.168,0.47993,0.71371,-8.9329,-10.309,1.4018,-225.13,173.84,-44.779,-47.923,23.963,20.141,2.6933,-0.0090757,0.5128,-0.041748
956.86,-60.968,-4.8435,6.5782,0.602,0.56584,-8.4161,-11.387,1.3554,-224.9,173.99,-44.366,-47.966,23.977,20.068,1.9771,-0.016673,0.51305,-0.041748
956.88,-59.684,-5.6382,7.2015,0.80629,1.4009,-7.2823,-12.46,1.3067,-224.67,174.14,-43.95,-48.009,23.943,19.995,1.261,-0.024271,0.5133,-0.041748
956.9,-45.36,-4.4332,3.4955,0.45907,0.98027,-7.4456,-13.347,1.1598,-224.5,174.32,-43.464,-48.057,23.908,19.906,0.54487,-0.031868,0.51354,-0.041748
956.92,-34.013,-5.5977,2.4805,0.77059,1.3658,-6.4551,-14.138,1.0141,-224.36,174.5,-42.985,-48.104,23.874,19.731,-0.044476,-0.039472,0.51366,-0.040288
956.94,-22.97,-4.1245,-0.1028,0.55032,1.6894,-6.9423,-14.504,0.87345,-224.33,174.67,-42.537,-48.147,23.84,19.556,-0.035255,-0.047102,0.51316,-0.031936
956.96,-10.433,-3.7642,-3.1528,0.59959,1.1603,-7.4898,-14.823,0.73589,-224.32,174.83,-42.095,-48.188,23.805,19.382,-0.026035,-0.054732,0.51266,-0.023583
956.98,-7.2962,-3.3591,-4.2212,0.80142,1.5799,-8.2146,-14.943,0.61115,-224.38,174.99,-41.679,-48.226,23.771,19.207,-0.016814,-0.062362,0.51216,-0.015231
957,-0.42794,-1.1917,-7.6497,0.51998,0.96221,-10.14,-15.053,0.48536,-224.46,175.14,-41.259,-48.264,23.736,19.096,-0.0075936,-0.069992,0.51166,-0.0068786
957.02,-0.17448,-1.3904,-7.6852,0.81962,1.4554,-10.199,-15.079,0.35094,-224.59,175.32,-40.798,-48.306,23.702,19.35,0.016253,-0.062826,0.51129,0
957.04,1.9576,-0.41006,-9.5523,0.47085,1.2219,-11.166,-15.075,0.21718,-224.75,175.48,-40.347,-48.347,23.668,19.604,0.10837,0.013398,0.51154,0
957.06,7.5329,-0.94913,-11.111,0.5921,0.8681,-10.877,-14.93,0.086523,-224.95,175.64,-39.933,-48.385,23.638,19.858,0.20048,0.089622,0.51179,0
957.08,5.7541,-1.6986,-10.861,0.63872,1.3906,-9.9842,-14.783,-0.042384,-225.15,175.8,-39.518,-48.423,23.629,20.112,0.29259,0.16585,0.51204,0
957.1,11.376,-1.027,-13.357,0.47035,0.5429,-9.9517,-14.545,-0.11784,-225.45,175.98,-39.039,-48.466,23.62,20.29,0.3847,0.24207,0.51229,0
957.12,12.655,-2.4161,-12.475,0.72317,0.81467,-8.8724,-14.291,-0.19153,-225.74,176.16,-38.567,-48.508,23.61,20.107,0.44484,0.29316,0.5125,0
957.14,16.016,-1.8108,-12.976,0.40754,0.66379,-9.1199,-13.959,-0.25693,-226.02,176.33,-38.121,-48.548,23.601,19.924,0.3522,0.22417,0.5125,0
957.16,20.893,-1.7579,-13.193,0.59483,0.2483,-8.9009,-13.626,-0.3227,-226.28,176.5,-37.68,-48.587,23.591,19.74,0.25956,0.15517,0.5125,0
957.18,19.705,-2.1488,-11.737,0.69697,0.58588,-8.7747,-13.284,-0.39002,-226.52,176.67,-37.257,-48.623,23.582,19.557,0.16692,0.08618,0.5125,0
957.2,20.963,-1.2334,-12.579,0.37665,0.027626,-9.6728,-12.946,-0.45844,-226.75,176.83,-36.83,-48.66,23.573,19.395,0.074283,0.017185,0.5125,0
957.22,16.948,-2.5247,-10.927,0.75461,0.24043,-8.9595,-12.631,-0.53574,-226.98,177.01,-36.365,-48.701,23.563,19.354,0,-0.036631,0.5125,0
957.24,12.998,-2.4143,-10.459,0.55793,0.34568,-8.9359,-12.335,-0.61102,-227.2,177.19,-35.913,-48.739,23.554,19.313,0,-0.029025,0.5125,0
957.26,13.134,-2.286,-10.688,0.49876,-0.23354,-8.7358,-12.125,-0.6763,-227.38,177.35,-35.514,-48.773,23.544,19.272,0,-0.02142,0.5125,0
957.28,7.2861,-3.2253,-8.4984,0.67705,0.25826,-7.9022,-11.916,-0.74223,-227.56,177.5,-35.112,-48.807,23.535,19.231,0,-0.013815,0.5125,0
957.3,8.4032,-2.56,-9.1511,0.41921,-0.2982,-8.6794,-11.753,-0.83487,-227.74,177.69,-34.634,-48.846,23.525,19.214,0,-0.0062094,0.5125,0
957.32,3.897,-2.901,-7.3673,0.67794,-0.14101,-8.6536,-11.627,-0.92122,-227.91,177.88,-34.166,-48.884,23.515,19.319,0,-0.0014027,0.5125,0
957.34,-2.0372,-1.9957,-6.3412,0.53883,-0.095379,-9.4066,-11.661,-0.98059,-228.02,178.05,-33.733,-48.919,23.505,19.424,0,-0.0090449,0.5125,0
957.36,-1.1892,-1.8526,-5.8704,0.56327,-0.59401,-9.7925,-11.706,-1.039,-228.12,178.23,-33.302,-48.954,23.496,19.529,0,-0.016687,0.5125,0
957.38,-3.8661,-2.5395,-3.5655,0.64803,0.19888,-9.918,-11.799,-1.0929,-228.15,178.4,-32.875,-48.989,23.486,19.633,0,-0.024329,0.5125,0
957.4,-1.0979,-1.3397,-3.7367,0.46385,-0.13603,-11.093,-11.879,-1.1465,-228.18,178.57,-32.446,-49.024,23.476,19.744,0,-0.031971,0.5125,0
957.42,-0.28476,-2.253,-2.2683,0.73267,-0.02485,-10.813,-11.874,-1.1977,-228.2,178.76,-31.999,-49.061,23.467,19.884,-0.030175,-0.038138,0.5125,0
957.44,1.9384,-1.8325,-1.9276,0.48219,0.020424,-10.636,-11.844,-1.2497,-228.21,178.94,-31.56,-49.097,23.457,20.023,-0.18644,-0.038138,0.5125,0
957.46,8.1223,-2.2244,-2.2722,0.49556,-0.38294,-10.182,-11.695,-1.3056,-228.23,179.1,-31.155,-49.13,23.447,20.163,-0.3427,-0.038138,0.5125,0
957.48,4.085,-3.7133,-0.013472,0.65055,0.33328,-9.506,-11.544,-1.3616,-228.25,179.27,-30.747,-49.164,23.437,20.303,-0.49897,-0.038138,0.5125,0
957.5,7.5451,-2.2811,-1.2003,0.39453,-0.37531,-10.329,-11.338,-1.4214,-228.27,179.47,-30.279,-49.201,23.427,20.41,-0.65523,-0.038138,0.5125,0
957.52,8.6668,-2.7072,0.043627,0.72115,-0.22059,-9.9118,-11.135,-1.4784,-228.28,179.66,-29.818,-49.238,23.417,20.339,-0.84317,-0.036766,0.5125,0
957.54,8.7728,-2.7297,1.0564,0.48279,0.075788,-10.234,-10.95,-1.5234,-228.25,179.84,-29.385,-49.273,23.407,20.268,-1.1761,-0.029112,0.5125,0
957.56,12.326,-2.5944,1.3557,0.59615,-0.34811,-10.323,-10.75,-1.5682,-228.22,180.02,-28.955,-49.308,23.396,20.198,-1.5091,-0.021459,0.5125,0
957.58,12.459,-3.1358,3.0554,0.74959,0.25725,-9.7901,-10.486,-1.6114,-228.15,180.2,-28.541,-49.341,23.386,20.127,-1.842,-0.013806,0.5125,0
957.6,17.607,-1.5145,2.205,0.46432,0.054174,-10.487,-10.195,-1.654,-228.08,180.37,-28.124,-49.376,23.376,20.045,-2.175,-0.0061522,0.5125,0
957.62,22.217,-1.8258,2.8738,0.74204,0.50415,-9.5908,-9.6897,-1.6904,-228.04,180.56,-27.676,-49.413,23.366,19.893,-2.3292,0.013411,0.5125,-0.0016312
957.64,28.298,-1.229,2.1025,0.56275,0.59738,-9.4777,-9.1338,-1.7284,-228.01,180.75,-27.233,-49.449,23.356,19.741,-1.7508,0.081785,0.5125,-0.0099474
957.66,38.162,-1.2296,0.18654,0.59362,0.10715,-8.3155,-8.362,-1.7726,-228.04,180.93,-26.809,-49.484,23.346,19.589,-1.1724,0.15016,0.5125,-0.018264
957.68,38.084,-2.5026,0.74154,0.69882,0.5459,-7.1962,-7.5772,-1.8186,-228.07,181.11,-26.386,-49.518,23.336,19.437,-0.59405,0.21853,0.5125,-0.02658
957.7,42.59,-1.9389,-1.1986,0.51957,-0.0092837,-7.6151,-6.7219,-1.8743,-228.14,181.29,-25.964,-49.551,23.33,19.282,-0.015679,0.2869,0.5125,-0.034896
957.72,39.075,-3.234,0.56794,0.77392,0.26775,-6.3123,-5.8964,-1.9281,-228.2,181.48,-25.541,-49.582,23.323,19.048,0.44464,0.33115,0.5125,-0.041748
957.74,35.68,-2.2039,0.16564,0.48218,0.42903,-6.7505,-5.2066,-1.973,-228.23,181.66,-25.112,-49.613,23.317,18.814,0.35242,0.26247,0.5125,-0.041748
957.76,31.973,-2.3002,-0.096043,0.66479,0.16125,-6.6646,-4.5633,-2.0205,-228.25,181.85,-24.684,-49.643,23.311,18.579,0.26021,0.19379,0.5125,-0.041748
957.78,22.792,-2.6888,0.86054,0.65484,0.67331,-6.553,-4.1332,-2.0791,-228.25,182.03,-24.257,-49.671,23.304,18.345,0.168,0.12512,0.5125,-0.041748
957.8,20.703,-1.9936,-0.38134,0.45303,0.19203,-7.4086,-3.7186,-2.1395,-228.25,182.21,-23.829,-49.699,23.298,18.158,0.075782,0.056439,0.5125,-0.041748
957.82,16.643,-3.32,0.67223,0.74763,0.29236,-6.8662,-3.4056,-2.2113,-228.24,182.4,-23.401,-49.726,23.291,18.211,0.014695,0.013512,0.51246,-0.040269
957.84,13.433,-2.67,0.29826,0.4636,0.32619,-7.4983,-3.098,-2.2811,-228.24,182.58,-22.978,-49.752,23.285,18.264,0.097159,0.089334,0.51221,-0.031969
957.86,14.533,-2.8124,-0.12037,0.59716,-0.18234,-7.3324,-2.8149,-2.3414,-228.25,182.75,-22.58,-49.774,23.29,18.317,0.17962,0.16516,0.51196,-0.023669
957.88,11.64,-3.1352,1.2376,0.7001,0.4166,-7.0135,-2.5295,-2.4012,-228.25,182.92,-22.18,-49.796,23.335,18.369,0.26209,0.24098,0.51171,-0.015369
957.9,15.923,-2.045,-0.20163,0.55844,0.050023,-7.98,-2.1672,-2.4439,-228.28,183.12,-21.722,-49.82,23.381,18.419,0.34455,0.3168,0.51146,-0.0070691
957.92,12.84,-3.1394,1.1636,0.85912,0.45934,-7.4831,-1.822,-2.4877,-228.31,183.32,-21.266,-49.843,23.426,18.453,0.40252,0.3701,0.51169,-0.0012346
957.94,10.991,-2.5879,0.55968,0.63132,0.37163,-8.3551,-1.5722,-2.5387,-228.32,183.5,-20.827,-49.864,23.471,18.487,0.31981,0.29405,0.51468,-0.0095595
957.96,12.166,-2.7553,-0.15609,0.76108,0.055565,-8.2237,-1.3321,-2.5929,-228.33,183.69,-20.391,-49.884,23.517,18.521,0.2371,0.218,0.51768,-0.017884
957.98,8.5614,-3.4181,1.2157,0.77967,0.56458,-7.9423,-1.1337,-2.6607,-228.31,183.87,-19.966,-49.903,23.562,18.556,0.15439,0.14195,0.52067,-0.026209
958,13.799,-2.9026,-0.13499,0.56712,0.28413,-8.8148,-0.92483,-2.7296,-228.29,184.06,-19.54,-49.921,23.608,18.59,0.071674,0.065901,0.52366,-0.034534
958.02,13.958,-3.827,1.0821,0.91878,0.39517,-8.6851,-0.64267,-2.8065,-228.27,184.24,-19.108,-49.94,23.653,18.622,0.011084,0.0091717,0.52588,-0.040633
958.04,12.862,-2.9301,0.90864,0.62774,0.69587,-9.7263,-0.3611,-2.8814,-228.26,184.42,-18.682,-49.958,23.699,18.655,0.094137,0.077899,0.52313,-0.032273
958.06,14.451,-2.9889,0.13329,0.77741,0.42156,-9.5781,-0.082317,-2.9465,-228.27,184.6,-18.28,-49.975,23.731,18.688,0.17719,0.14663,0.52038,-0.023914
958.08,10.089,-3.7742,1.4316,0.85511,1.0837,-9.0495,0.19632,-3.0133,-228.28,184.77,-17.877,-49.991,23.712,18.721,0.26024,0.21535,0.51762,-0.015555
958.1,14.504,-3.0936,-1.1595,0.50291,0.45914,-9.8386,0.46854,-3.1575,-228.32,184.97,-17.411,-50.01,23.692,18.774,0.3433,0.28408,0.51487,-0.0071953
958.12,11.91,-4.2926,-0.45734,0.79805,0.77489,-8.8283,0.73277,-3.2991,-228.37,185.17,-16.949,-50.029,23.673,18.921,0.40317,0.33363,0.51285,0
958.14,11.96,-3.3658,-1.8643,0.48337,0.77442,-9.1683,0.95164,-3.4263,-228.44,185.36,-16.508,-50.046,23.653,19.068,0.31974,0.26459,0.51536,0
958.16,14.99,-3.515,-3.0178,0.60217,0.32378,-8.9116,1.1661,-3.5571,-228.5,185.55,-16.069,-50.064,23.634,19.215,0.23632,0.19555,0.51788,0
958.18,12.001,-4.0233,-2.3841,0.59405,0.71103,-8.2358,1.3611,-3.7033,-228.57,185.74,-15.644,-50.08,23.614,19.361,0.15289,0.12652,0.52039,0
958.2,13.759,-3.2634,-3.8813,0.27221,0.16534,-8.3796,1.5588,-3.8526,-228.64,185.92,-15.216,-50.097,23.595,19.464,0.069461,0.05748,0.52291,0
958.22,12.344,-4.3784,-2.6701,0.50127,0.20952,-6.8881,1.7734,-4.0212,-228.71,186.11,-14.771,-50.112,23.576,19.335,-0.0015407,0,0.52458,-0.0013956
958.24,14.445,-3.8422,-2.8869,0.33977,0.27302,-7.2542,2.0054,-4.1848,-228.77,186.3,-14.334,-50.127,23.556,19.206,-0.010744,0,0.52209,-0.0097326
958.26,18.474,-3.6193,-2.8915,0.55923,-0.056814,-7.1882,2.3178,-4.3247,-228.84,186.47,-13.927,-50.139,23.547,19.077,-0.019948,0,0.51959,-0.01807
958.28,14.596,-4.147,-0.86423,0.67772,0.50599,-6.6636,2.6337,-4.4605,-228.91,186.64,-13.517,-50.151,23.575,18.948,-0.029151,0,0.51709,-0.026406
958.3,17.096,-2.9936,-2.1913,0.38454,-0.13145,-7.0325,3.0515,-4.4766,-229,186.84,-13.047,-50.161,23.604,18.832,-0.038355,0,0.5146,-0.034743
958.32,15.241,-3.9904,-0.89181,0.76703,-0.025113,-6.1034,3.4486,-4.4925,-229.08,187.04,-12.583,-50.17,23.632,18.775,-0.044615,-0.0048724,0.51246,-0.040415
958.34,12.2,-3.4722,-0.43154,0.45441,0.027929,-6.6238,3.742,-4.5077,-229.11,187.23,-12.14,-50.177,23.661,18.719,-0.035404,-0.035363,0.51221,-0.03207
958.36,13.575,-3.2585,-0.50678,0.4878,-0.39395,-6.8874,4.0066,-4.5255,-229.12,187.41,-11.702,-50.184,23.69,18.662,-0.026192,-0.065854,0.51196,-0.023726
958.38,7.9698,-3.5586,1.481,0.72764,0.086655,-6.9465,4.1475,-4.5547,-229.1,187.59,-11.286,-50.189,23.718,18.605,-0.016981,-0.096345,0.51171,-0.015382
958.4,7.1678,-2.4052,1.1594,0.43234,-0.27522,-8.0171,4.2781,-4.5861,-229.06,187.77,-10.865,-50.193,23.747,18.571,-0.007769,-0.12684,0.51146,-0.0070376
958.42,3.3438,-3.5168,2.5772,0.60832,-0.12323,-7.406,4.3397,-4.6323,-229,187.96,-10.414,-50.197,23.776,18.65,0.0087087,-0.15255,0.50932,0.0026296
