Time (s),Roll Rate (deg/s),Pitch Rate (deg/s),Yaw Rate (deg/s),X acc (m/s2),Y acc (m/s2),Z acc (m/s2),Roll (deg),Pitch (deg),Yaw (deg),N pos (m),E pos (m),Elevation (m),GPS Speed (m/s),Airspeed (m/s),Aileron (deg),Elevator (deg),Thrust (normalized),Rudder (deg)
952.44,16.742,1.3317,12.055,1.5075,-0.16552,-13.169,10.673,8.2465,-262.26,119.29,-121.43,-43.515,19.962,19.467,-0.046087,-0.41237,0.51184,0.041748
952.46,15.519,-0.28628,13.316,1.5967,0.51129,-12.053,11.014,8.1726,-262.04,119.61,-121.23,-43.595,19.926,19.09,-0.046087,-0.37424,0.51234,0.041748
952.48,18.305,-0.15293,12.625,1.3027,0.49428,-12.232,11.359,8.0985,-261.83,119.93,-121.03,-43.676,19.89,18.712,-0.046087,-0.33611,0.51284,0.041748
952.5,21.032,-1.5717,12.784,1.5666,0.34827,-10.878,11.857,8.0109,-261.59,120.28,-120.8,-43.77,19.854,18.344,-0.046087,-0.29798,0.51334,0.041748
952.52,19.533,-1.6595,12.377,1.2835,0.56183,-10.806,12.354,7.9221,-261.37,120.63,-120.58,-43.863,19.818,18.029,-0.046087,-0.25841,0.5137,0.041748
952.54,22.794,-2.0101,10.711,1.4402,0.29532,-9.9061,12.85,7.8278,-261.2,120.96,-120.36,-43.95,19.783,17.713,-0.046087,-0.21259,0.51345,0.041748
952.56,18.829,-3.1785,11.045,1.4153,0.86191,-8.9539,13.34,7.7372,-261.04,121.29,-120.15,-44.036,19.747,17.398,-0.046087,-0.16678,0.5132,0.041748
952.58,21.948,-1.9834,8.2662,1.1886,0.20666,-9.06,13.8,7.6638,-260.93,121.61,-119.94,-44.12,19.711,17.083,-0.046087,-0.12096,0.51295,0.041748
952.6,18.285,-2.7373,8.3401,1.4687,0.39103,-8.1743,14.239,7.5913,-260.81,121.94,-119.72,-44.205,19.675,16.799,-0.046087,-0.07514,0.5127,0.041748
952.62,11.404,-2.3107,7.9017,1.2584,0.34135,-8.621,14.536,7.5246,-260.7,122.27,-119.5,-44.291,19.639,16.681,-0.04432,-0.029363,0.51255,0.041748
952.64,10.989,-2.3336,7.3121,1.4243,-0.13098,-8.0935,14.813,7.4566,-260.58,122.6,-119.28,-44.376,19.603,16.564,-0.035135,0.016241,0.5128,0.041748
952.66,7.7991,-2.2304,8.1832,1.3211,0.42348,-8.3697,14.993,7.3827,-260.45,122.91,-119.08,-44.454,19.578,16.447,-0.02595,0.061846,0.51305,0.041748
952.68,11.449,-1.4168,6.5287,1.1647,-0.11839,-8.901,15.173,7.3083,-260.33,123.21,-118.87,-44.532,19.59,16.329,-0.016765,0.10745,0.5133,0.041748
952.7,7.3359,-3.2013,8.4264,1.4653,0.12231,-7.714,15.353,7.1992,-260.18,123.56,-118.63,-44.622,19.601,16.223,-0.0075796,0.15306,0.51354,0.041748
952.72,7.9481,-2.3265,7.4298,1.223,-0.019221,-8.1282,15.531,7.091,-260.04,123.91,-118.39,-44.71,19.613,16.187,-0.061194,0.23733,0.51371,0.041748
952.74,7.2142,-3.0515,8.0532,1.5049,0.026628,-7.5925,15.7,6.9866,-259.91,124.23,-118.18,-44.789,19.625,16.15,-0.41127,0.50415,0.51346,0.041748
952.76,7.1176,-2.9681,8.1833,1.3013,0.22084,-8.0854,15.878,6.8817,-259.79,124.54,-117.96,-44.867,19.637,16.113,-0.76135,0.77098,0.51321,0.041748
952.78,10.327,-3.538,7.8149,1.4147,-0.14126,-7.7629,16.103,6.7742,-259.68,124.86,-117.74,-44.944,19.649,16.077,-1.1114,1.0378,0.51296,0.041748
952.8,7.1091,-4.6081,8.9229,1.4006,0.55219,-7.3744,16.331,6.6628,-259.57,125.18,-117.52,-45.021,19.66,16.032,-1.4615,1.3046,0.51271,0.041748
952.82,9.5405,-4.7844,7.0904,1.2234,0.24032,-7.8146,16.577,6.5243,-259.5,125.51,-117.29,-45.099,19.672,15.948,-1.8824,1.4732,0.51254,0.040317
952.84,9.042,-6.9463,7.5456,1.4568,0.19252,-7.122,16.829,6.3807,-259.43,125.83,-117.06,-45.175,19.684,15.864,-2.6441,1.1695,0.51279,0.032005
952.86,11.916,-7.5263,6.5362,1.1759,0.00051632,-7.657,17.109,6.2124,-259.4,126.13,-116.85,-45.244,19.695,15.78,-3.4057,0.86575,0.51304,0.023693
952.88,16.81,-9.5592,6.8246,1.4737,-0.24769,-7.1063,17.396,6.0404,-259.36,126.44,-116.63,-45.313,19.703,15.695,-4.1673,0.56201,0.51329,0.01538
952.9,19.113,-10.711,7.9275,1.3655,0.37213,-6.6778,17.865,5.7634,-259.33,126.78,-116.39,-45.387,19.712,15.601,-4.929,0.25827,0.51354,0.0070679
952.92,29.72,-9.991,6.1871,1.3291,-0.24773,-6.6304,18.374,5.4919,-259.3,127.12,-116.15,-45.461,19.72,15.444,-5.5196,-0.0011494,0.51367,0.0012582
952.94,34.973,-10.081,7.16,1.4958,0.31796,-5.843,19.1,5.2501,-259.3,127.45,-115.91,-45.528,19.728,15.287,-5.1392,-0.008827,0.51317,0.0096627
952.96,45.19,-7.7919,5.3614,1.1196,0.08027,-6.3676,19.879,5.0196,-259.3,127.77,-115.68,-45.595,19.736,15.13,-4.7588,-0.016505,0.51267,0.018067
952.98,51.106,-7.4487,5.8954,1.391,0.12783,-5.5188,20.916,4.8435,-259.33,128.08,-115.46,-45.657,19.744,14.973,-4.3784,-0.024182,0.51216,0.026472
953,56.514,-5.5643,5.2266,1.1584,0.12873,-5.833,21.99,4.6756,-259.36,128.4,-115.23,-45.718,19.753,14.825,-3.998,-0.03186,0.51166,0.034876
953.02,63.304,-4.5263,4.4806,1.2361,-0.16906,-5.9917,23.318,4.5627,-259.41,128.73,-114.99,-45.78,19.761,14.728,-3.5566,-0.035372,0.5113,0.038721
953.04,62.791,-4.586,5.6087,1.3055,0.31469,-5.8111,24.619,4.4559,-259.47,129.05,-114.75,-45.84,19.769,14.63,-2.8418,-0.020205,0.51154,0.022118
953.06,65.022,-2.9983,4.331,1.2351,-0.25296,-6.5422,25.794,4.377,-259.5,129.35,-114.54,-45.892,19.777,14.533,-2.127,-0.0050384,0.51179,0.0055154
953.08,60.327,-4.0965,6.1296,1.4725,0.094574,-6.1739,26.968,4.298,-259.54,129.65,-114.32,-45.945,19.784,14.435,-1.4122,0.010128,0.51204,-0.011087
953.1,54.186,-3.18,5.8631,1.1962,0.18006,-6.713,28.073,4.2175,-259.56,129.99,-114.06,-46.003,19.791,14.373,-0.69743,0.025295,0.51229,-0.02769
953.12,45.536,-3.8155,6.4187,1.3816,-0.065612,-6.2972,29.105,4.1305,-259.56,130.33,-113.81,-46.06,19.797,14.534,-0.089327,0.033425,0.5125,-0.040458
953.14,33.651,-3.6266,7.3732,1.2604,-0.022058,-6.6971,29.758,4.009,-259.52,130.66,-113.57,-46.111,19.804,14.696,-0.070747,0.0026742,0.5125,-0.032043
953.16,27.242,-3.4778,7.1191,1.318,-0.41325,-6.6347,30.338,3.8813,-259.47,130.98,-113.33,-46.162,19.811,14.857,-0.052166,-0.028077,0.5125,-0.023627
953.18,14.82,-3.9676,8.9451,1.3628,0.22027,-6.1407,30.594,3.7264,-259.39,131.3,-113.09,-46.209,19.818,15.018,-0.033586,-0.058828,0.5125,-0.015212
953.2,12.551,-2.6519,8.0519,1.0736,-0.16469,-6.916,30.842,3.5696,-259.3,131.61,-112.85,-46.255,19.825,15.165,-0.015006,-0.089579,0.5125,-0.0067964
953.22,9.2091,-3.3373,9.6011,1.3518,-0.19319,-6.7217,31.023,3.3986,-259.18,131.93,-112.6,-46.3,19.832,15.238,-0.001761,-0.13773,0.51221,-0.0015952
953.24,7.3784,-2.5202,9.8069,1.11,-0.18669,-7.0005,31.188,3.2311,-259.07,132.25,-112.36,-46.343,19.839,15.311,-0.010914,-0.25892,0.51072,-0.0098864
953.26,7.2997,-2.3903,9.6628,1.2217,-0.45308,-6.6122,31.285,3.0787,-258.95,132.54,-112.13,-46.381,19.856,15.384,-0.020067,-0.3801,0.50923,-0.018178
953.28,0.13645,-3.0986,11.763,1.261,0.13804,-6.268,31.384,2.9267,-258.84,132.83,-111.9,-46.418,19.912,15.457,-0.02922,-0.50129,0.50774,-0.026469
953.3,2.4896,-1.8308,10.263,1.1166,-0.59497,-6.7467,31.562,2.7924,-258.67,133.17,-111.62,-46.458,19.968,15.575,-0.038373,-0.62248,0.50626,-0.03476
953.32,-0.92943,-2.6813,12.24,1.4204,-0.17896,-6.3896,31.73,2.6603,-258.5,133.51,-111.36,-46.497,20.024,15.95,-0.038799,-0.70411,0.50524,-0.040428
953.34,-0.75459,-1.5449,11.829,1.0644,-0.29977,-7.62,31.851,2.5391,-258.32,133.82,-111.1,-46.532,20.08,16.324,0.0075813,-0.57362,0.50675,-0.032025
953.36,3.1637,-1.421,12.029,1.1328,-0.69406,-7.9919,31.976,2.4151,-258.13,134.14,-110.84,-46.565,20.135,16.699,0.053961,-0.44313,0.50826,-0.023622
953.38,1.8005,-1.0587,13.779,0.91347,-0.16619,-7.6916,32.118,2.2782,-257.92,134.44,-110.59,-46.597,20.191,17.073,0.10034,-0.31264,0.50977,-0.01522
953.4,5.5796,0.18057,12.978,0.64934,-0.79499,-7.3437,32.262,2.1405,-257.7,134.75,-110.34,-46.628,20.247,17.433,0.14672,-0.18214,0.51128,-0.0068171
953.42,2.3728,-0.1809,14.715,0.88778,-0.51346,-6.673,32.421,1.9969,-257.44,135.06,-110.08,-46.657,20.303,17.714,0.25863,-0.086282,0.51245,0
953.44,5.6264,1.7509,14.872,0.65775,-0.85939,-7.9249,32.598,1.8611,-257.17,135.37,-109.83,-46.686,20.359,17.995,0.65225,-0.13931,0.5122,0
953.46,8.7191,3.0762,16.301,0.99272,-0.51111,-8.5241,32.858,1.759,-256.88,135.65,-109.58,-46.712,20.405,18.275,1.0459,-0.19233,0.51196,0
953.48,7.765,4.7537,18.079,0.9021,-0.013561,-9.7647,33.118,1.6551,-256.58,135.95,-109.34,-46.738,20.417,18.556,1.4395,-0.24536,0.51171,0
953.5,13.942,5.9308,17.382,0.97428,-0.55153,-11.514,33.397,1.4889,-256.25,136.28,-109.05,-46.767,20.429,18.81,1.8331,-0.29839,0.51146,0
953.52,9.5933,4.3835,19.29,1.2098,0.16848,-11.392,33.642,1.3184,-255.92,136.61,-108.77,-46.795,20.441,18.902,2.1375,-0.34324,0.51125,0
953.54,6.069,4.5185,18.413,1.0366,-0.12714,-12.244,33.718,1.1259,-255.6,136.92,-108.5,-46.823,20.453,18.994,1.9516,-0.34324,0.51125,0
953.56,-1.2418,2.5436,19.37,1.2622,-0.29198,-11.049,33.735,0.92061,-255.29,137.23,-108.22,-46.85,20.465,19.086,1.7658,-0.34324,0.51125,0
953.58,-8.8126,1.5767,20.043,0.99485,-0.11352,-10.774,33.499,0.66062,-254.97,137.53,-107.95,-46.877,20.478,19.178,1.58,-0.34324,0.51125,0
953.6,-11.07,0.50554,19.423,0.97796,-0.4348,-10.828,33.235,0.39212,-254.65,137.84,-107.68,-46.903,20.49,19.24,1.3942,-0.34324,0.51125,0
953.62,-19.99,-0.84285,20.795,1.0912,0.1684,-10.038,32.75,0.056876,-254.31,138.14,-107.4,-46.929,20.502,19.115,1.3401,-0.38138,0.51125,0
953.64,-20.286,-0.20572,19.673,0.86572,-0.48128,-10.314,32.27,-0.27382,-253.97,138.44,-107.12,-46.955,20.514,18.99,1.8342,-0.57824,0.51125,0
953.66,-21.133,-1.3298,20.333,1.1591,-0.24041,-9.5012,31.808,-0.58294,-253.66,138.72,-106.86,-46.977,20.525,18.865,2.3283,-0.77511,0.51125,0
953.68,-24.951,-1.6223,20.9,0.87002,0.10619,-9.6451,31.348,-0.8918,-253.35,139,-106.6,-47,20.533,18.74,2.8224,-0.97197,0.51125,0
953.7,-21.379,-1.9093,19.669,0.97925,-0.56562,-8.2141,31.012,-1.1626,-252.98,139.33,-106.28,-47.024,20.542,18.623,3.3165,-1.1688,0.51125,0
953.72,-22.742,-2.3738,20.549,1.1209,-0.33178,-7.203,30.682,-1.4231,-252.61,139.65,-105.96,-47.047,20.551,18.551,3.771,-1.3505,0.51129,0
953.74,-20.042,-0.25031,19.887,0.76607,-0.65479,-7.788,30.379,-1.6299,-252.24,139.95,-105.67,-47.066,20.559,18.478,4.0125,-1.4504,0.51154,0
953.76,-23.548,0.46666,21.499,0.97617,-0.31132,-7.228,30.054,-1.8331,-251.86,140.24,-105.39,-47.085,20.568,18.406,4.2541,-1.5504,0.51179,0
953.78,-26.839,1.9616,21.92,0.71968,-0.33783,-7.757,29.627,-2.0196,-251.44,140.53,-105.1,-47.102,20.577,18.334,4.4957,-1.6503,0.51205,0
953.8,-26.53,2.6871,21.55,0.80003,-0.73122,-7.6939,29.171,-2.2049,-251.01,140.82,-104.81,-47.119,20.585,18.309,4.7372,-1.7503,0.5123,0
953.82,-34.099,3.3893,23.292,0.89374,-0.0066311,-7.7759,28.537,-2.3825,-250.51,141.12,-104.5,-47.135,20.594,18.52,4.8071,-1.7889,0.5125,0
953.84,-36.139,5.281,22.637,0.781,-0.26496,-8.748,27.89,-2.5514,-250.02,141.41,-104.21,-47.15,20.602,18.732,4.1745,-1.5765,0.5125,0
953.86,-40.394,5.6393,23.718,1.065,-0.21843,-8.4172,27.186,-2.6773,-249.52,141.69,-103.93,-47.162,20.613,18.943,3.542,-1.3641,0.5125,0
953.88,-42.946,7.5861,23.49,0.78549,0.027419,-9.1847,26.477,-2.8019,-249.03,141.96,-103.65,-47.175,20.633,19.155,2.9094,-1.1516,0.5125,0
953.9,-41.682,7.9429,23.136,0.96238,-0.23077,-9.6994,25.544,-2.8778,-248.43,142.28,-103.31,-47.188,20.654,19.357,2.2768,-0.93921,0.5125,0
953.92,-44.172,7.7715,24.499,1.0559,0.2833,-9.8635,24.642,-2.9472,-247.84,142.6,-102.98,-47.201,20.674,19.512,1.6902,-0.73811,0.5125,-0.0014201
953.94,-38.838,8.9958,23.165,0.84454,-0.17044,-10.957,23.876,-2.987,-247.31,142.88,-102.68,-47.212,20.694,19.667,1.329,-0.59252,0.5125,-0.0098081
953.96,-37.321,7.834,23.612,1.1149,0.35237,-10.87,23.136,-3.0258,-246.78,143.16,-102.38,-47.224,20.714,19.822,0.96791,-0.44693,0.5125,-0.018196
953.98,-33.455,7.549,22.579,0.90982,0.53559,-11.876,22.521,-3.0599,-246.28,143.44,-102.08,-47.235,20.734,19.977,0.60677,-0.30134,0.5125,-0.026584
954,-24.83,5.9871,21.327,1.0719,0.30857,-11.468,21.937,-3.0986,-245.8,143.72,-101.77,-47.248,20.754,20.085,0.24564,-0.15575,0.5125,-0.034972
954.02,-20.656,4.2542,21.801,1.1035,1.0031,-11.243,21.576,-3.1709,-245.35,144.01,-101.45,-47.261,20.774,19.938,-0.044323,-0.039598,0.51221,-0.04015
954.04,-7.2917,3.8718,18.983,0.96362,0.73027,-11.83,21.274,-3.2469,-244.93,144.3,-101.13,-47.274,20.794,19.791,-0.035144,-0.047193,0.51072,-0.031835
954.06,-2.1668,1.4834,18.659,1.2132,1.3107,-10.752,21.242,-3.34,-244.6,144.56,-100.84,-47.286,20.815,19.643,-0.025965,-0.054789,0.50923,-0.02352
954.08,3.2138,1.3908,16.044,0.90251,1.3922,-10.963,21.216,-3.4339,-244.27,144.82,-100.54,-47.298,20.839,19.496,-0.016786,-0.062385,0.50773,-0.015206
954.1,10.334,-0.033115,13,1.1358,1.1671,-10.393,21.399,-3.5524,-244.04,145.12,-100.2,-47.311,20.863,19.343,-0.0076071,-0.069981,0.50624,-0.0068909
954.12,7.2512,-0.52198,11.689,1.1345,1.7292,-10.139,21.584,-3.6607,-243.82,145.42,-99.858,-47.324,20.887,19.164,-0.060176,-0.093311,0.50521,0
954.14,10.27,-0.0064661,8.0229,0.92143,1.2234,-10.321,21.775,-3.7211,-243.71,145.7,-99.541,-47.335,20.91,18.984,-0.41157,-0.19279,0.50647,0
954.16,6.7635,-1.2543,7.1905,1.0742,1.6468,-9.3577,21.978,-3.7719,-243.62,145.97,-99.224,-47.347,20.934,18.804,-0.76297,-0.29227,0.50772,0
954.18,12.82,-0.14035,3.35,0.72355,1.164,-9.7991,22.231,-3.7816,-243.6,146.23,-98.908,-47.357,20.958,18.624,-1.1144,-0.39175,0.50898,0
954.2,15.181,-1.137,2.4852,0.9631,1.462,-8.9042,22.489,-3.792,-243.59,146.5,-98.589,-47.367,20.982,18.476,-1.4658,-0.49123,0.51023,0
954.22,14.838,-1.177,1.0144,0.67083,1.6521,-8.5423,22.785,-3.8073,-243.63,146.78,-98.254,-47.377,21.006,18.505,-1.7667,-0.58625,0.5113,0
954.24,17.591,-1.6276,-1.6381,0.75435,0.96241,-8.2221,23.081,-3.8184,-243.68,147.06,-97.922,-47.385,21.029,18.534,-1.8491,-0.66197,0.51154,0
954.26,16.277,-1.8544,-2.2809,0.86495,1.5077,-7.9653,23.38,-3.809,-243.76,147.31,-97.612,-47.391,21.052,18.563,-1.9315,-0.7377,0.51179,0
954.28,22.165,0.29554,-5.3161,0.45586,1.3809,-9.1411,23.686,-3.7971,-243.85,147.56,-97.298,-47.397,21.073,18.592,-2.0138,-0.81342,0.51204,0
954.3,21.258,0.61637,-5.2605,0.92075,1.1506,-8.2219,24.176,-3.7066,-244.01,147.85,-96.93,-47.402,21.094,18.619,-2.0962,-0.88914,0.51229,0
954.32,20.46,1.7119,-6.6836,0.85029,1.1352,-8.8804,24.658,-3.6075,-244.17,148.14,-96.568,-47.406,21.115,18.634,-2.1032,-0.93146,0.51246,0
954.34,22.898,2.4244,-9.3074,0.74518,0.76524,-9.4936,25.102,-3.4614,-244.36,148.4,-96.235,-47.409,21.135,18.65,-1.6858,-0.78563,0.51221,0
954.36,15.224,1.8955,-8.4497,0.85613,1.2344,-9.1974,25.538,-3.3093,-244.55,148.66,-95.9,-47.412,21.156,18.666,-1.2684,-0.63981,0.51196,0
954.38,18.618,3.3973,-10.396,0.60605,0.44231,-10.113,25.942,-3.1271,-244.76,148.91,-95.563,-47.413,21.177,18.682,-0.85107,-0.49398,0.51171,0
954.4,22.671,3.5235,-10.428,0.9407,0.46901,-10.315,26.382,-2.9361,-244.96,149.17,-95.224,-47.414,21.198,18.684,-0.43369,-0.34815,0.51146,0
954.42,28.19,4.834,-10.75,0.7816,0.27404,-10.649,27.048,-2.6903,-245.17,149.44,-94.868,-47.415,21.218,18.618,-0.088829,-0.22329,0.51125,0
954.44,37.535,4.9339,-10.765,0.87767,-0.4052,-9.8069,27.709,-2.461,-245.38,149.7,-94.519,-47.415,21.239,18.551,-0.070421,-0.19282,0.51125,0
954.46,37.29,3.4501,-8.506,0.86535,-0.44626,-8.6809,28.35,-2.3041,-245.52,149.93,-94.197,-47.413,21.265,18.485,-0.052013,-0.16236,0.51125,0
954.48,36.284,3.4824,-8.1565,0.53131,-1.1852,-9.0737,28.988,-2.1482,-245.67,150.17,-93.873,-47.411,21.311,18.418,-0.033604,-0.13189,0.51125,0
954.5,25.263,1.9927,-4.6639,0.84555,-0.96684,-7.8221,29.467,-2.0448,-245.76,150.45,-93.491,-47.405,21.358,18.379,-0.015196,-0.10143,0.51125,0
954.52,15.39,2.3951,-2.172,0.51638,-0.91893,-8.3764,29.922,-1.9518,-245.83,150.72,-93.113,-47.399,21.404,18.496,0.0064521,-0.076276,0.51125,0
954.54,15.243,2.316,-0.32996,0.61428,-1.5484,-8.7097,30.263,-1.9067,-245.84,150.97,-92.756,-47.393,21.45,18.613,0.043427,-0.076276,0.51125,0
954.56,12.181,1.4083,3.2881,0.82005,-1.1639,-7.9547,30.603,-1.8691,-245.84,151.23,-92.402,-47.386,21.496,18.729,0.080401,-0.076276,0.51125,0
954.58,15.431,1.9408,4.1071,0.59581,-1.5579,-8.555,30.935,-1.8642,-245.77,151.47,-92.056,-47.377,21.542,18.846,0.11738,-0.076276,0.51125,0
954.6,13.228,0.71966,7.741,0.84981,-1.5312,-7.9371,31.258,-1.8707,-245.69,151.72,-91.707,-47.369,21.588,18.963,0.15435,-0.076276,0.51125,0
954.62,11.467,1.823,11.592,0.60142,-1.565,-8.4319,31.527,-1.9468,-245.48,151.97,-91.343,-47.359,21.634,19.084,0.27296,-0.079151,0.5113,0.0031476
954.64,16.173,2.4889,13.849,0.66706,-1.6565,-8.9015,31.811,-2.0314,-245.26,152.22,-90.984,-47.349,21.681,19.204,0.74264,-0.094393,0.51155,0.019832
954.66,15.529,2.0309,17.644,0.78831,-0.90374,-8.8136,32.169,-2.1569,-244.99,152.45,-90.65,-47.339,21.717,19.325,1.2123,-0.10963,0.5118,0.036517
954.68,22.151,3.1061,17.816,0.48405,-1.445,-9.9241,32.528,-2.2844,-244.71,152.68,-90.313,-47.329,21.719,19.446,1.682,-0.12488,0.51205,0.053202
954.7,20.761,1.9969,20.775,0.9037,-1.1722,-10.057,32.937,-2.5192,-244.33,152.95,-89.913,-47.316,21.721,19.559,2.1517,-0.14012,0.5123,0.069886
954.72,11.03,1.754,23.27,0.74074,-0.87858,-10.891,33.286,-2.7602,-243.95,153.21,-89.519,-47.303,21.723,19.629,2.5842,-0.18355,0.5125,0.080411
954.74,5.1574,1.1258,23.549,0.7795,-1.2481,-10.553,33.37,-3.0274,-243.56,153.45,-89.154,-47.291,21.725,19.7,2.8521,-0.35175,0.5125,0.063673
954.76,-7.7081,-0.65612,26.548,0.90775,-0.63115,-9.2797,33.409,-3.3034,-243.17,153.69,-88.788,-47.28,21.727,19.77,3.1201,-0.51996,0.5125,0.046934
954.78,-10.989,-0.33241,26.421,0.54182,-0.88423,-9.5796,33.222,-3.6232,-242.73,153.93,-88.425,-47.269,21.729,19.841,3.388,-0.68816,0.5125,0.030195
954.8,-14.636,-1.543,28.004,0.80185,-0.70711,-8.9922,33.011,-3.9523,-242.28,154.17,-88.058,-47.257,21.731,19.901,3.6559,-0.85636,0.5125,0.013456
954.82,-18.804,-1.5452,29.727,0.5799,-0.23681,-9.0436,32.648,-4.3407,-241.77,154.41,-87.675,-47.245,21.733,19.906,3.7221,-0.96331,0.5125,0
954.84,-18.169,-1.5772,29.513,0.50296,-0.33343,-8.7,32.258,-4.7241,-241.27,154.65,-87.301,-47.232,21.735,19.911,2.9609,-0.81913,0.5125,0
954.86,-27.545,-2.6072,30.791,0.63528,0.39305,-7.7857,31.74,-5.0849,-240.81,154.86,-86.962,-47.218,21.744,19.916,2.1998,-0.67494,0.5125,0
954.88,-29.934,-1.4817,28.018,0.39953,-0.004284,-8.6987,31.216,-5.4456,-240.34,155.08,-86.62,-47.204,21.78,19.921,1.4387,-0.53076,0.5125,0
954.9,-36.443,-1.9452,27.715,0.75686,0.22808,-7.4708,30.326,-5.8039,-239.78,155.33,-86.209,-47.185,21.815,19.945,0.67753,-0.38658,0.5125,0
954.92,-41.669,-0.24742,26.752,0.4597,0.38403,-8.0028,29.445,-6.1412,-239.24,155.58,-85.804,-47.165,21.85,20.061,0.04924,-0.26044,0.5125,-0.001428
954.94,-40.972,0.92874,25.271,0.59427,0.066303,-8.2609,28.61,-6.3784,-238.75,155.81,-85.427,-47.145,21.886,20.177,0.067743,-0.22216,0.5125,-0.0098084
954.96,-42.429,1.2473,25.576,0.66534,0.41232,-8.1696,27.812,-6.6023,-238.26,156.04,-85.049,-47.125,21.921,20.293,0.086246,-0.18389,0.5125,-0.018189
954.98,-33.617,2.7754,23.734,0.451,0.30902,-8.8683,27.227,-6.7512,-237.81,156.26,-84.67,-47.106,21.956,20.409,0.10475,-0.14561,0.5125,-0.026569
955,-23.614,2.4237,23.006,0.73112,0.50078,-8.5189,26.682,-6.8957,-237.36,156.49,-84.289,-47.085,21.992,20.518,0.12325,-0.10733,0.5125,-0.03495
955.02,-15.396,2.7946,21.746,0.41023,0.6663,-9.2099,26.396,-7.0129,-236.95,156.72,-83.896,-47.063,22.027,20.594,0.35007,-0.12512,0.51255,-0.040175
955.04,-5.4465,2.8063,19.065,0.38501,0.19153,-9.432,26.141,-7.1323,-236.55,156.95,-83.509,-47.041,22.062,20.669,1.4722,-0.38392,0.5128,-0.031843
955.06,-4.5077,1.3562,19.01,0.51301,0.60834,-8.842,26.03,-7.2621,-236.22,157.16,-83.148,-47.02,22.102,20.745,2.5944,-0.64271,0.51305,-0.023511
955.08,0.59209,1.402,16.888,0.22358,0.4197,-9.2406,25.921,-7.3926,-235.9,157.37,-82.786,-46.998,22.16,20.821,3.7166,-0.9015,0.5133,-0.015179
955.1,5.4892,0.016785,16.105,0.43911,0.12431,-8.3708,25.986,-7.5673,-235.59,157.62,-82.359,-46.97,22.217,20.865,4.8388,-1.1603,0.51354,-0.0068469
955.12,3.1701,0.029251,15.981,0.34118,0.53265,-8.2845,26.029,-7.7327,-235.29,157.86,-81.94,-46.943,22.274,20.737,5.8037,-1.3811,0.51366,0.0014908
955.14,0.67854,0.89146,14.493,0.23933,0.11991,-8.6722,25.969,-7.8569,-235.03,158.08,-81.55,-46.915,22.331,20.609,6.0438,-1.427,0.51316,0.009854
955.16,-11.605,0.53662,15.565,0.529,0.59886,-8.0459,25.813,-7.9767,-234.77,158.29,-81.16,-46.888,22.388,20.481,6.2838,-1.4728,0.51266,0.018217
955.18,-25.995,2.2565,15.144,0.20218,0.33994,-9.249,25.186,-8.0746,-234.45,158.51,-80.772,-46.86,22.446,20.353,6.5238,-1.5187,0.51216,0.026581
955.2,-38.341,2.141,14.964,0.36475,0.10339,-9.3017,24.478,-8.1784,-234.13,158.73,-80.382,-46.833,22.503,20.291,6.7639,-1.5645,0.51166,0.034944
955.22,-55.407,2.0565,16.303,0.37739,0.69464,-9.1457,23.214,-8.3216,-233.72,158.95,-79.975,-46.802,22.56,20.581,6.8681,-1.6132,0.5113,0.040192
955.24,-59.339,3.1149,14.85,0.20224,0.21283,-9.9222,21.942,-8.4561,-233.32,159.17,-79.574,-46.772,22.617,20.871,6.3796,-1.6742,0.51155,0.031842
955.26,-67.244,2.8622,16.113,0.47367,0.51851,-9.3264,20.624,-8.5492,-232.94,159.37,-79.201,-46.744,22.666,21.161,5.8911,-1.7352,0.5118,0.023492
955.28,-70.971,4.3639,15.954,0.21945,0.62869,-9.8777,19.304,-8.6423,-232.56,159.57,-78.825,-46.715,22.686,21.451,5.4025,-1.7962,0.51205,0.015143
955.3,-65.207,5.2855,14.882,0.43225,0.36582,-10.834,17.854,-8.7349,-232.12,159.8,-78.384,-46.68,22.705,21.744,4.914,-1.8572,0.5123,0.0067929
955.32,-66.408,5.9271,15.91,0.60735,1.1565,-11.367,16.432,-8.8053,-231.7,160.03,-77.948,-46.646,22.725,22.055,4.3462,-1.9069,0.5125,0.0015589
955.34,-62.978,8.4214,14.085,0.3687,0.70572,-12.576,15.125,-8.7808,-231.31,160.25,-77.536,-46.614,22.744,22.366,3.4324,-1.9069,0.5125,0.0099196
955.36,-64.675,8.9753,13.582,0.52861,0.83289,-12.325,13.813,-8.7531,-230.92,160.46,-77.126,-46.584,22.763,22.676,2.5187,-1.9069,0.5125,0.01828
955.38,-69.389,8.7185,13.761,0.40455,1.4604,-11.881,12.475,-8.7087,-230.56,160.66,-76.733,-46.556,22.783,22.987,1.605,-1.9069,0.5125,0.026641
955.4,-59.402,8.8361,10.372,0.3895,1.238,-11.669,11.173,-8.6607,-230.21,160.87,-76.336,-46.528,22.802,23.212,0.69121,-1.9069,0.5125,0.035002
955.42,-52.88,8.21,9.0636,0.6915,1.736,-11.206,10.109,-8.5888,-229.94,161.08,-75.912,-46.499,22.822,22.976,-0.042541,-1.926,0.5125,0.040142
955.44,-37.216,10.101,5.016,0.43194,1.2008,-12.5,9.1713,-8.5062,-229.7,161.29,-75.495,-46.47,22.841,22.739,-0.024175,-2.0248,0.5125,0.031824
